"","X","months_as_customer","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital_gains","capital_loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","vehicle_claim","auto_make","auto_model","fraud_reported","z_of_months_as_customer"
"867",867,152,"IN","100/300",1000,1034.27,0,"1","JD","armed-forces","exercise","husband",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","NY",1,"NO",1,0,"NO",49700,"Accura","TL",0,-0.451329747946666
"868",868,212,"OH","100/300",1000,1255.35,0,"1","JD","protective-serv","skydiving","not-in-family",60300,-58900,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","NY",2,"NO",0,3,"YES",41510,"Dodge","RAM",0,0.0698964305342971
"869",869,242,"IL","500/1000",2000,1396.89,6000000,"1","College","priv-house-serv","chess","other-relative",0,-61600,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","SC",3,"NO",1,2,"YES",46830,"Suburu","Forrestor",1,0.330509519774779
"870",870,80,"OH","500/1000",500,795.31,0,"2","JD","farming-fishing","skydiving","husband",0,-51000,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","OH",3,"YES",1,3,NA,29680,"Ford","F150",1,-1.07680116212382
"871",871,260,"IN","100/300",500,982.22,0,"1","JD","exec-managerial","skydiving","not-in-family",54500,-72100,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY",1,NA,1,0,NA,52780,"Honda","CRV",0,0.486877373319068
"872",872,133,"IN","500/1000",500,1074.07,0,"1","JD","prof-specialty","bungie-jumping","husband",70900,-61100,"Parked Car",NA,"Minor Damage","None","WV",1,"NO",2,0,"YES",2940,"Jeep","Wrangler",0,-0.616384704465638
"873",873,290,"OH","100/300",1000,1311.3,0,"1","Associate","machine-op-inspct","chess","wife",38500,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","NY",3,"YES",0,0,"YES",40950,"Ford","F150",1,0.74749046255955
"874",874,322,"IL","250/500",2000,1277.12,0,"1","PhD","armed-forces","kayaking","own-child",0,-46000,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","WV",1,NA,0,2,"YES",26880,"Chevrolet","Malibu",0,1.0254777577494
"875",875,228,"IN","500/1000",500,1388.62,0,"1","JD","sales","reading","husband",35200,0,"Single Vehicle Collision","Side Collision","Minor Damage","Other","NC",1,"YES",1,0,"YES",46270,"Mercedes","ML350",0,0.208890078129221
"876",876,195,"IL","100/300",1000,1406.52,8000000,"2","MD","tech-support","base-jumping","unmarried",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","SC",1,"NO",0,2,"NO",35360,"Jeep","Wrangler",1,-0.0777843200353092
"877",877,247,"IN","100/300",500,1558.29,0,"1","Masters","protective-serv","reading","unmarried",0,-49300,"Vehicle Theft",NA,"Trivial Damage","Police","WV",1,"YES",1,2,NA,5390,"Saab","93",0,0.373945034648193
"878",878,405,"IN","500/1000",1000,1132.47,4000000,"2","MD","priv-house-serv","exercise","other-relative",46300,0,"Multi-vehicle Collision","Front Collision","Total Loss","Other","NY",3,NA,2,3,NA,40960,"Saab","93",0,1.74650730464806
"879",879,144,"OH","250/500",2000,1896.91,0,"1","PhD","handlers-cleaners","sleeping","not-in-family",73700,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","SC",3,"YES",1,3,"NO",38080,"Chevrolet","Silverado",1,-0.520826571744128
"880",880,338,"IL","500/1000",500,1143.46,4000000,"2","MD","priv-house-serv","polo","other-relative",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Other","NC",1,"YES",2,1,NA,39040,"Mercedes","E400",0,1.16447140534432
"881",881,121,"IN","500/1000",500,1285.42,0,"2","MD","priv-house-serv","video-games","wife",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Fire","VA",1,"NO",1,1,"NO",53840,"Dodge","RAM",1,-0.720629940161831
"882",882,398,"OH","250/500",2000,1305.26,0,"2","MD","farming-fishing","skydiving","wife",66200,-49700,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","VA",1,NA,1,3,"YES",26720,"BMW","X5",1,1.68569758382528
"883",883,9,"IL","100/300",1000,1073.83,0,"1","High School","machine-op-inspct","dancing","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","NY",1,NA,0,0,"NO",54530,"BMW","3 Series",0,-1.6935854733263
"884",884,115,"OH","500/1000",1000,1051.67,0,"1","Associate","exec-managerial","bungie-jumping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","WV",3,"YES",0,3,"NO",29890,"Audi","A5",1,-0.772752558009927
"885",885,280,"IL","250/500",1000,1387.35,0,"2","JD","transport-moving","paintball","not-in-family",0,-72000,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV",1,"NO",2,2,NA,40880,"BMW","M5",0,0.660619432812723
"886",886,254,"IL","250/500",500,1083.64,0,"2","JD","other-service","paintball","husband",59800,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NC",3,"YES",0,0,NA,53120,"BMW","3 Series",0,0.434754755470972
"887",887,141,"IL","250/500",1000,1851.78,0,"1","High School","craft-repair","exercise","other-relative",78800,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","SC",1,"NO",1,0,"YES",48020,"Audi","A3",0,-0.546887880668176
"888",888,441,"IN","250/500",500,1270.29,4000000,"2","College","armed-forces","exercise","husband",24000,-50500,"Parked Car",NA,"Minor Damage","None","VA",1,"NO",0,0,"NO",5120,"Honda","Civic",0,2.05924301173664
"889",889,381,"OH","500/1000",500,1459.99,0,"1","MD","other-service","chess","wife",35900,0,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","SC",1,"YES",1,2,"YES",42420,"Accura","TL",0,1.53801683325568
"890",890,191,"IL","100/300",2000,1253.44,0,"1","Masters","craft-repair","sleeping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","VA",3,"NO",2,0,"NO",40960,"Volkswagen","Jetta",0,-0.11253273193404
"891",891,145,"IN","100/300",1000,1142.48,0,"1","JD","priv-house-serv","sleeping","other-relative",0,0,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","NC",1,"YES",2,0,"NO",38000,"Suburu","Legacy",0,-0.512139468769445
"892",892,479,"IL","500/1000",1000,1188.45,0,"1","MD","exec-managerial","camping","other-relative",0,-44800,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC",2,NA,0,3,NA,37730,"Saab","95",0,2.38935292477459
"893",893,215,"IL","500/1000",1000,1125.4,0,"2","Masters","adm-clerical","yachting","husband",40000,-43400,"Vehicle Theft",NA,"Trivial Damage","None","WV",1,NA,2,1,"NO",1980,"Jeep","Wrangler",0,0.0959577394583453
"894",894,41,"OH","250/500",500,1294.41,0,"2","High School","transport-moving","sleeping","husband",0,0,"Vehicle Theft",NA,"Minor Damage","None","NC",1,"YES",0,0,NA,6210,"Dodge","Neon",0,-1.41559817813645
"895",895,45,"IN","100/300",500,1459.5,0,"2","MD","priv-house-serv","movies","not-in-family",0,0,"Parked Car",NA,"Minor Damage","None","NY",1,NA,1,3,NA,4000,"Suburu","Impreza",0,-1.38084976623772
"896",896,156,"IL","100/300",500,1367.99,0,"2","High School","armed-forces","board-games","own-child",26500,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","WV",3,NA,0,3,NA,38640,"Saab","92x",1,-0.416581336047935
"897",897,246,"IN","250/500",500,1594.37,0,"2","Associate","exec-managerial","board-games","own-child",0,0,"Parked Car",NA,"Trivial Damage","None","SC",1,"NO",0,3,"YES",5280,"Saab","92x",0,0.36525793167351
"898",898,178,"IL","100/300",500,1035.99,0,"1","JD","exec-managerial","sleeping","own-child",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NY",3,"NO",2,0,NA,41160,"Jeep","Wrangler",0,-0.225465070604916
"899",899,237,"OH","250/500",500,911.53,0,"1","PhD","sales","basketball","husband",53200,0,"Single Vehicle Collision","Rear Collision","Major Damage","Police","WV",1,"NO",0,1,"NO",47360,"Chevrolet","Malibu",0,0.287074004901365
"900",900,127,"OH","500/1000",500,1319.97,0,"1","Associate","craft-repair","paintball","own-child",73700,0,"Vehicle Theft",NA,"Minor Damage","None","NC",1,"YES",1,3,NA,3290,"Saab","92x",0,-0.668507322313735
"901",901,1,"OH","250/500",2000,1391.63,0,"2","Associate","sales","video-games","husband",61200,0,"Single Vehicle Collision","Side Collision","Total Loss","Other","NY",1,"YES",0,3,"NO",55520,"Mercedes","C300",0,-1.76308229712376
"902",902,5,"IN","250/500",500,915.41,5000000,"1","High School","exec-managerial","sleeping","own-child",0,0,"Single Vehicle Collision","Side Collision","Total Loss","Police","NY",1,"YES",0,0,"NO",32400,"Nissan","Pathfinder",0,-1.72833388522503
"903",903,64,"IL","500/1000",1000,1468.82,0,"2","JD","handlers-cleaners","skydiving","other-relative",56800,-51800,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","SC",3,"NO",2,1,"NO",45000,"Honda","Accord",0,-1.21579480971875
"904",904,142,"IN","500/1000",500,1412.76,0,"2","PhD","armed-forces","basketball","wife",66400,-63700,"Single Vehicle Collision","Side Collision","Minor Damage","Other","WV",1,"YES",2,3,"NO",44880,"Volkswagen","Jetta",0,-0.538200777693494
"905",905,97,"OH","500/1000",500,1588.26,0,"1","High School","tech-support","movies","husband",56700,-49300,"Multi-vehicle Collision","Side Collision","Total Loss","Other","VA",3,"YES",2,1,"YES",58870,"Saab","95",0,-0.929120411554216
"906",906,121,"IN","100/300",1000,1140.91,0,"2","Associate","adm-clerical","paintball","other-relative",51300,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","VA",3,"NO",1,2,NA,51440,"Chevrolet","Silverado",1,-0.720629940161831
"907",907,225,"OH","100/300",1000,1517.54,0,"2","JD","priv-house-serv","camping","own-child",0,-20900,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC",3,"NO",2,0,"YES",51520,"BMW","X5",0,0.182828769205173
"908",908,425,"OH","250/500",2000,912.29,0,"1","High School","priv-house-serv","paintball","husband",42900,-39100,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV",3,NA,1,2,NA,64720,"Saab","92x",0,1.92024936414172
"909",909,285,"OH","250/500",2000,1144.3,0,"2","MD","priv-house-serv","base-jumping","not-in-family",52600,0,"Vehicle Theft",NA,"Minor Damage","Police","WV",1,"YES",1,0,NA,4500,"Honda","Civic",0,0.704054947686136
"910",910,192,"IN","500/1000",1000,1281.43,0,"1","Masters","transport-moving","skydiving","not-in-family",65100,-50300,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","SC",3,NA,0,2,"NO",21490,"Jeep","Wrangler",0,-0.103845628959357
"911",911,285,"IL","100/300",2000,1101.85,0,"1","College","sales","dancing","wife",46100,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","PA",1,"NO",1,2,"YES",26040,"Nissan","Pathfinder",0,0.704054947686136
"912",912,98,"IN","500/1000",2000,1082.1,0,"2","JD","exec-managerial","kayaking","other-relative",0,-30900,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV",2,NA,0,1,"YES",43620,"Jeep","Wrangler",0,-0.920433308579534
"913",913,175,"OH","500/1000",500,1185.44,0,"2","Masters","exec-managerial","kayaking","not-in-family",44900,-52500,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","NC",3,"YES",2,1,"YES",31040,"Accura","RSX",1,-0.251526379528964
"914",914,259,"IL","500/1000",2000,1175.07,0,"2","MD","craft-repair","movies","not-in-family",30100,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","WV",1,NA,1,1,"NO",71820,"Honda","CRV",0,0.478190270344385
"915",915,140,"OH","500/1000",2000,979.26,0,"1","JD","transport-moving","cross-fit","own-child",0,-67000,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","NY",4,"YES",0,2,"YES",43680,"Honda","Accord",0,-0.555574983642859
"916",916,231,"OH","250/500",500,920.81,0,"1","High School","sales","chess","wife",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","SC",1,"YES",2,0,NA,63280,"Mercedes","C300",1,0.234951387053269
"917",917,186,"OH","100/300",500,922.85,0,"2","High School","adm-clerical","golf","husband",70300,-70900,"Vehicle Theft",NA,"Trivial Damage","None","NY",1,NA,1,1,"YES",2800,"Honda","Civic",0,-0.155968246807454
"918",918,229,"OH","250/500",2000,1107.59,3000000,"2","PhD","tech-support","chess","not-in-family",65400,0,"Single Vehicle Collision","Side Collision","Major Damage","Other","NY",1,"NO",1,3,"NO",41760,"Mercedes","C300",0,0.217577181103903
"919",919,180,"IL","100/300",500,1272.46,0,"2","College","prof-specialty","exercise","wife",0,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",3,"YES",2,1,NA,50640,"Toyota","Corolla",0,-0.20809086465555
"920",920,188,"IL","250/500",1000,1340.24,0,"2","High School","protective-serv","chess","own-child",0,-68800,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY",3,"YES",1,0,NA,55280,"Dodge","RAM",1,-0.138594040858088
"921",921,214,"OH","100/300",1000,1648,0,"2","JD","transport-moving","base-jumping","not-in-family",57700,-43500,"Single Vehicle Collision","Rear Collision","Total Loss","Other","WV",1,"NO",1,0,"YES",32160,"Accura","MDX",0,0.0872706364836626
"922",922,178,"IL","250/500",500,1381.14,0,"1","College","other-service","camping","wife",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NY",3,"NO",0,3,"NO",41600,"BMW","M5",0,-0.225465070604916
"923",923,55,"IL","500/1000",500,1198.44,8000000,"2","MD","priv-house-serv","polo","wife",0,0,"Vehicle Theft",NA,"Minor Damage","Police","WV",1,"NO",0,3,"NO",1960,"Nissan","Ultima",0,-1.29397873649089
"924",924,90,"OH","250/500",2000,951.27,0,"1","PhD","other-service","hiking","not-in-family",42100,0,"Single Vehicle Collision","Rear Collision","Total Loss","Other","SC",1,"YES",1,0,"YES",55120,"Accura","RSX",0,-0.989930132376995
"925",925,135,"IN","500/1000",2000,1341.24,0,"1","MD","farming-fishing","skydiving","wife",37100,-46500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV",3,"NO",0,1,"NO",23760,"Honda","Accord",0,-0.599010498516273
"926",926,277,"IL","250/500",2000,1177.57,0,"1","Associate","adm-clerical","video-games","husband",0,-65500,"Vehicle Theft",NA,"Minor Damage","Police","VA",1,NA,2,3,"NO",2580,"Jeep","Wrangler",0,0.634558123888674
"927",927,211,"IN","250/500",1000,1055.09,0,"1","Masters","transport-moving","video-games","own-child",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY",1,NA,0,3,"YES",66560,"BMW","X6",1,0.0612093275596144
"928",928,156,"IL","250/500",500,1479.48,0,"2","Masters","prof-specialty","bungie-jumping","unmarried",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Other","NY",1,"YES",1,3,"YES",54320,"Dodge","RAM",1,-0.416581336047935
"929",929,84,"IN","500/1000",2000,1827.38,0,"2","Associate","priv-house-serv","polo","other-relative",0,-15900,"Vehicle Theft",NA,"Trivial Damage","Police","VA",1,"YES",1,3,NA,3360,"Audi","A5",0,-1.04205275022509
"930",930,136,"IN","100/300",500,1169.62,0,"1","JD","sales","yachting","not-in-family",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Police","SC",1,"YES",0,0,"NO",35000,"Toyota","Camry",1,-0.59032339554159
"931",931,310,"IN","100/300",500,1516.34,0,"1","JD","adm-clerical","sleeping","unmarried",11000,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC",4,"YES",0,2,"NO",39600,"Saab","93",1,0.921232522053204
"932",932,123,"OH","500/1000",2000,1270.21,0,"1","College","sales","sleeping","husband",16100,-61200,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","PA",3,"NO",1,1,NA,49120,"Nissan","Ultima",0,-0.703255734212465
"933",933,243,"IL","250/500",500,809.11,0,"2","JD","craft-repair","polo","other-relative",33200,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NC",3,NA,2,1,"YES",35980,"Honda","Civic",0,0.339196622749462
"934",934,36,"IL","500/1000",1000,1115.81,0,"1","Masters","machine-op-inspct","reading","husband",0,-59800,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","NY",3,"YES",1,3,NA,32520,"Dodge","Neon",0,-1.45903369300986
"935",935,146,"OH","100/300",1000,1457.65,5000000,"1","College","armed-forces","camping","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","VA",3,"NO",1,3,NA,40740,"Toyota","Highlander",0,-0.503452365794763
"936",936,154,"OH","100/300",1000,1041.36,0,"1","JD","priv-house-serv","cross-fit","husband",53100,-43900,"Multi-vehicle Collision","Side Collision","Total Loss","Other","WV",4,NA,2,3,"YES",47320,"Toyota","Highlander",1,-0.433955541997301
"937",937,204,"OH","250/500",1000,1693.83,7000000,"2","High School","protective-serv","polo","other-relative",44000,-20800,"Single Vehicle Collision","Front Collision","Minor Damage","Police","NY",1,NA,1,0,NA,42720,"Honda","CRV",0,0.000399606736835338
"938",938,458,"IN","100/300",1000,1685.69,0,"1","High School","protective-serv","hiking","wife",31400,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","VA",1,NA,2,2,"YES",43080,"Jeep","Grand Cherokee",0,2.20692376230625
"939",939,147,"IN","250/500",500,1054.92,6000000,"1","PhD","prof-specialty","exercise","own-child",51900,0,"Single Vehicle Collision","Front Collision","Major Damage","Other","NY",1,NA,0,0,NA,59710,"Toyota","Corolla",1,-0.49476526282008
"940",940,279,"IN","250/500",2000,1333.97,6000000,"1","MD","other-service","bungie-jumping","unmarried",61100,-30700,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","SC",3,NA,1,0,NA,38850,"Dodge","RAM",1,0.65193232983804
"941",941,308,"OH","100/300",1000,1013.61,6000000,"1","Associate","craft-repair","movies","own-child",45700,-41400,"Parked Car",NA,"Minor Damage","None","NY",1,NA,1,1,"YES",3870,"Suburu","Impreza",0,0.903858316103839
"942",942,284,"IL","500/1000",500,958.3,0,"1","PhD","machine-op-inspct","exercise","husband",47900,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","NY",3,NA,0,0,NA,29820,"Volkswagen","Passat",0,0.695367844711453
"943",943,108,"IN","250/500",2000,1112.04,6000000,"1","PhD","other-service","base-jumping","own-child",52800,-54300,"Parked Car",NA,"Minor Damage","None","SC",1,"NO",1,3,"NO",2730,"Volkswagen","Passat",0,-0.833562278832706
"944",944,421,"IN","250/500",2000,1206.26,0,"1","Associate","armed-forces","bungie-jumping","own-child",69900,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Police","NC",3,"YES",0,0,"NO",54950,"Audi","A3",0,1.88550095224299
"945",945,266,"IL","500/1000",1000,763.67,0,"2","Associate","prof-specialty","movies","own-child",12800,-49700,"Single Vehicle Collision","Side Collision","Total Loss","Police","SC",1,"YES",1,3,"YES",55090,"Jeep","Grand Cherokee",0,0.538999991167164
"946",946,412,"IL","250/500",500,1042.56,0,"2","High School","handlers-cleaners","yachting","own-child",0,-66100,"Multi-vehicle Collision","Front Collision","Total Loss","Police","SC",3,"NO",0,2,"NO",45360,"Suburu","Forrestor",0,1.80731702547084
"947",947,31,"IL","100/300",2000,1263.48,4000000,"1","JD","other-service","hiking","wife",46800,-87300,"Single Vehicle Collision","Side Collision","Major Damage","Fire","WV",1,NA,2,0,NA,47700,"Audi","A5",1,-1.50246920788328
